"","x"
"18283","15828"
"18284","41848"
"18285","70346"
"18286","70116"
"18287","71459"
"18288","70128"
"18289","79501"
"18290","79518"
"18291","79519"
"18292","12547"
"18293","84335"
"18294","22406"
"18295","23605"
"18296","16259"
"18297","19507"
"18298","71316"
"18299","71027"
"18300","79526"
"18301","79534"
"18302","79537"
"18303","16830"
"18304","05459"
"18305","24277"
"18306","29332"
"18307","29856"
"18308","21042"
"18309","21060"
"18310","21224"
"18311","20602"
"18312","79541"
"18313","79547"
"18314","19456"
"18315","79548"
"18316","99115"
"18317","98014"
"18318","37048"
"18319","16640"
"18320","19127"
"18321","19129"
"18322","43003"
"18323","12847"
"18324","12841"
"18325","19472"
"18326","68766"
"18327","27016"
"18328","69032"
"18329","89029"
"18330","03773"
"18331","68870"
"18332","68810"
"18333","76048"
"18334","75156"
"18335","08534"
"18336","76129"
"18337","19474"
"18338","89128"
"18339","68824"
"18340","68629"
"18341","89004"
"18342","28640"
"18343","01060"
"18344","03597"
"18345","69138"
"18346","03443"
"18347","77316"
"18348","19523"
"18349","79342"
"18350","79363"
"18351","68040"
"18352","07860"
"18353","88232"
"18354","88416"
"18355","28390"
"18356","28573"
"18357","12974"
"18358","07885"
"18359","19535"
"18360","69153"
"18361","08820"
"18362","64118"
"18363","78941"
"18364","77381"
"18365","79258"
"18366","87516"
"18367","88265"
"18368","12124"
"18369","12010"
"18370","19545"
"18371","14883"
"18372","27106"
"18373","65682"
"18374","65734"
"18375","65766"
"18376","79027"
"18377","37180"
"18378","14441"
"18379","10940"
"18380","14712"
"18381","19562"
"18382","14604"
"18383","27583"
"18384","27845"
"18385","65082"
"18386","63112"
"18387","07512"
"18388","68007"
"18389","69140"
"18390","08048"
"18391","22030"
"18392","55001"
"18393","05068"
"18394","23452"
"18395","12962"
"18396","14011"
"18397","58701"
"18398","58049"
"18399","58503"
"18400","68405"
"18401","07830"
"18402","69132"
"18403","32008"
"18404","03446"
"18405","98072"
"18406","99371"
"18407","14533"
"18408","11742"
"18409","13404"
"18410","14138"
"18411","45113"
"18412","58418"
"18413","44406"
"18414","40011"
"18415","69038"
"18416","69101"
"18417","07730"
"18418","99158"
"18419","25015"
"18420","99150"
"18421","11727"
"18422","13667"
"18423","12189"
"18424","43830"
"18425","40025"
"18426","45409"
"18427","58366"
"18428","44618"
"18429","68457"
"18430","68864"
"18431","03894"
"18432","07013"
"18433","05253"
"18434","49452"
"18435","55126"
"18436","35013"
"18437","55426"
"18438","87729"
"18439","59211"
"18440","84088"
"18441","05867"
"18442","53561"
"18443","54826"
"18444","72567"
"18445","54304"
"18446","88101"
"18447","76429"
"18448","35014"
"18449","08511"
"18450","56318"
"18451","56115"
"18452","63656"
"18453","69336"
"18454","59760"
"18455","68416"
"18456","62348"
"18457","05675"
"18458","25844"
"18459","48030"
"18460","54635"
"18461","87935"
"18462","87375"
"18463","87051"
"18464","12085"
"18465","02872"
"18466","64127"
"18467","63013"
"18468","64636"
"18469","03839"
"18470","32424"
"18471","69151"
"18472","68460"
"18473","63934"
"18474","68658"
"18475","64089"
"18476","64058"
"18477","63771"
"18478","14733"
"18479","12482"
"18480","13418"
"18481","39167"
"18482","11552"
"18483","10507"
"18484","08223"
"18485","08068"
"18486","68022"
"18487","87032"
"18488","07922"
"18489","11230"
"18490","68827"
"18491","14743"
"18492","48359"
"18493","12565"
"18494","12131"
"18495","63123"
"18496","64085"
"18497","13035"
"18498","18517"
"18499","15367"
"18500","44144"
"18501","10037"
"18502","13477"
"18503","41230"
"18504","11572"
"18505","14102"
"18506","87941"
"18507","12086"
"18508","14105"
"18509","14816"
"18510","68336"
"18511","65075"
"18512","65686"
"18513","64481"
"18514","32425"
"18515","44675"
"18516","29715"
"18517","15467"
"18518","10928"
"18519","68773"
"18520","59547"
"18521","69039"
"18522","65582"
"18523","65329"
"18524","64755"
"18525","39168"
"18526","65702"
"18527","29458"
"18528","16249"
"18529","28115"
"18530","13415"
"18531","27019"
"18532","59521"
"18533","68314"
"18534","63743"
"18535","08021"
"18536","41240"
"18537","08510"
"18538","69331"
"18539","68768"
"18540","17219"
"18541","57045"
"18542","57223"
"18543","12502"
"18544","27283"
"18545","58655"
"18546","59418"
"18547","48370"
"18548","59856"
"18549","02896"
"18550","37022"
"18551","37014"
"18552","67029"
"18553","04858"
"18554","58356"
"18555","45036"
"18556","27581"
"18557","18472"
"18558","78722"
"18559","35593"
"18560","18510"
"18561","15108"
"18562","15678"
"18563","38061"
"18564","17880"
"18565","15468"
"18566","55987"
"18567","63954"
"18568","01531"
"18569","43082"
"18570","48375"
"18571","44483"
"18572","58455"
"18573","15949"
"18574","16217"
"18575","17562"
"18576","19140"
"18577","79042"
"18578","16102"
"18579","15684"
"18580","21822"
"18581","30363"
"18582","38847"
"18583","43402"
"18584","45622"
"18585","58477"
"18586","19422"
"18587","44813"
"18588","44866"
"18589","17953"
"18590","77545"
"18591","78228"
"18592","39179"
"18593","76270"
"18594","78501"
"18595","11937"
"18596","48619"
"18597","49766"
"18598","13625"
"18599","10523"
"18600","29568"
"18601","29150"
"18602","78218"
"18603","41301"
"18604","78050"
"18605","29717"
"18606","22408"
"18607","55742"
"18608","73722"
"18609","03836"
"18610","37412"
"18611","12980"
"18612","74554"
"18613","15207"
"18614","32428"
"18615","18464"
"18616","04851"
"18617","42204"
"18618","23354"
"18619","74845"
"18620","29810"
"18621","45335"
"18622","43219"
"18623","74012"
"18624","45403"
"18625","50652"
"18626","52573"
"18627","21078"
"18628","61744"
"18629","50320"
"18630","15010"
"18631","16838"
"18632","18706"
"18633","88411"
"18634","76261"
"18635","45042"
"18636","41314"
"18637","44240"
"18638","74872"
"18639","63347"
"18640","21662"
"18641","11363"
"18642","11768"
"18643","08518"
"18644","16657"
"18645","15005"
"18646","17747"
"18647","25506"
"18648","14804"
"18649","12068"
"18650","44641"
"18651","74825"
"18652","97221"
"18653","12150"
"18654","45869"
"18655","49096"
"18656","03868"
"18657","10931"
"18658","21051"
"18659","68727"
"18660","44114"
"18661","18438"
"18662","15823"
"18663","18623"
"18664","98110"
"18665","15956"
"18666","73644"
"18667","35204"
"18668","74110"
"18669","38365"
"18670","25523"
"18671","74865"
"18672","74570"
"18673","02905"
"18674","07727"
"18675","19136"
"18676","27920"
"18677","14127"
"18678","64642"
"18679","13832"
"18680","07452"
"18681","07703"
"18682","35463"
"18683","36317"
"18684","85203"
"18685","73099"
"18686","43067"
"18687","73134"
"18688","44319"
"18689","54220"
"18690","98664"
"18691","48655"
"18692","25547"
"18693","50551"
"18694","01129"
"18695","24581"
"18696","28204"
"18697","72103"
"18698","72073"
"18699","72473"
"18700","74864"
"18701","43730"
"18702","26034"
"18703","21090"
"18704","35550"
"18705","18222"
"18706","16928"
"18707","17520"
"18708","15349"
"18709","92382"
"18710","92555"
"18711","92879"
"18712","97114"
"18713","97481"
"18714","25621"
"18715","17368"
"18716","85543"
"18717","99564"
"18718","72432"
"18719","73069"
"18720","71841"
"18721","94080"
"18722","92883"
"18723","63846"
"18724","59467"
"18725","25638"
"18726","19380"
"18727","19608"
"18728","18224"
"18729","43802"
"18730","73444"
"18731","97008"
"18732","73004"
"18733","85747"
"18734","32034"
"18735","61437"
"18736","25653"
"18737","06853"
"18738","28081"
"18739","27235"
"18740","12187"
"18741","28208"
"18742","19120"
"18743","97455"
"18744","17042"
"18745","18241"
"18746","19342"
"18747","25670"
"18748","16901"
"18749","06370"
"18750","04660"
"18751","13411"
"18752","27050"
"18753","17324"
"18754","18615"
"18755","15849"
"18756","15520"
"18757","15229"
"18758","07737"
"18759","16624"
"18760","17110"
"18761","44124"
"18762","45318"
"18763","46307"
"18764","44450"
"18765","27897"
"18766","28746"
"18767","28207"
"18768","58061"
"18769","21140"
"18770","17578"
"18771","15683"
"18772","16917"
"18773","57078"
"18774","81005"
"18775","06804"
"18776","80812"
"18777","32968"
"18778","15201"
"18779","92373"
"18780","22802"
"18781","16833"
"18782","06604"
"18783","38366"
"18784","38569"
"18785","76578"
"18786","76250"
"18787","16041"
"18788","29164"
"18789","29401"
"18790","32653"
"18791","33065"
"18792","16835"
"18793","30214"
"18794","34741"
"18795","38501"
"18796","37302"
"18797","37657"
"18798","76239"
"18799","41836"
"18800","29370"
"18801","29384"
"18802","30075"
"18803","16847"
"18804","31801"
"18805","37208"
"18806","37931"
"18807","37204"
"18808","16361"
"18809","75204"
"18810","24562"
"18811","22645"
"18812","29111"
"18813","57066"
"18814","16853"
"18815","29645"
"18816","17576"
"18817","30663"
"18818","96797"
"18819","16613"
"18820","78634"
"18821","77301"
"18822","22302"
"18823","20181"
"18824","84085"
"18825","16876"
"18826","29819"
"18827","29376"
"18828","96719"
"18829","61754"
"18830","76063"
"18831","76301"
"18832","77019"
"18833","75180"
"18834","24517"
"18835","22853"
"18836","12601"
"18837","29403"
"18838","17813"
"18839","29681"
"18840","57477"
"18841","62908"
"18842","62673"
"18843","62325"
"18844","76207"
"18845","78162"
"18846","76017"
"18847","16915"
"18848","84044"
"18849","05441"
"18850","57106"
"18851","57276"
"18852","57048"
"18853","37918"
"18854","60558"
"18855","62501"
"18856","47711"
"18857","46319"
"18858","12604"
"18859","46115"
"18860","79713"
"18861","78121"
"18862","22079"
"18863","98531"
"18864","37914"
"18865","38371"
"18866","38049"
"18867","47610"
"18868","51056"
"18869","16920"
"18870","50208"
"18871","50680"
"18872","75603"
"18873","79415"
"18874","98312"
"18875","98030"
"18876","24138"
"18877","57776"
"18878","37737"
"18879","38587"
"18880","12738"
"18881","52132"
"18882","84657"
"18883","23109"
"18884","79009"
"18885","79044"
"18886","98829"
"18887","51103"
"18888","66012"
"18889","18062"
"18890","15460"
"18891","49884"
"18892","23502"
"18893","12752"
"18894","16911"
"18895","17004"
"18896","17407"
"18897","18349"
"18898","98144"
"18899","98037"
"18900","25103"
"18901","25921"
"18902","25036"
"18903","77456"
"18904","12767"
"18905","79322"
"18906","67047"
"18907","67643"
"18908","40243"
"18909","66026"
"18910","78665"
"18911","77521"
"18912","77538"
"18913","76052"
"18914","25985"
"18915","48039"
"18916","05143"
"18917","05832"
"18918","76043"
"18919","78607"
"18920","17035"
"18921","17213"
"18922","45886"
"18923","45845"
"18924","43845"
"18925","76115"
"18926","35022"
"18927","78231"
"18928","76543"
"18929","75077"
"18930","05872"
"18931","54138"
"18932","54028"
"18933","75968"
"18934","77015"
"18935","45694"
"18936","44129"
"18937","55029"
"18938","19009"
"18939","15695"
"18940","79347"
"18941","71745"
"18942","90005"
"18943","54703"
"18944","05465"
"18945","25608"
"18946","75247"
"18947","78729"
"18948","38635"
"18949","77069"
"18950","75087"
"18951","77389"
"18952","02898"
"18953","29372"
"18954","93267"
"18955","90068"
"18956","24176"
"18957","54968"
"18958","06024"
"18959","40107"
"18960","11362"
"18961","79782"
"18962","78938"
"18963","29322"
"18964","18834"
"18965","57470"
"18966","95409"
"18967","95314"
"18968","88034"
"18969","68879"
"18970","55036"
"18971","03809"
"18972","13122"
"18973","77365"
"18974","78883"
"18975","17724"
"18976","29203"
"18977","93010"
"18978","92084"
"18979","95923"
"18980","80202"
"18981","35034"
"18982","61284"
"18983","52166"
"18984","02539"
"18985","24888"
"18986","56239"
"18987","05901"
"18988","79086"
"18989","78963"
"18990","16611"
"18991","17964"
"18992","48048"
"18993","15018"
"18994","63446"
"18995","65083"
"18996","03045"
"18997","03258"
"18998","03462"
"18999","03284"
"19000","22974"
"19001","84026"
"19002","15364"
"19003","24054"
"19004","55037"
"19005","15227"
"19006","45891"
"19007","69022"
"19008","08755"
"19009","06018"
"19010","22663"
"19011","22920"
"19012","82421"
"19013","23315"
"19014","99577"
"19015","35042"
"19016","85737"
"19017","32833"
"19018","80735"
"19019","33062"
"19020","31901"
"19021","31328"
"19022","60610"
"19023","22637"
"19024","24136"
"19025","82609"
"19026","48062"
"19027","85027"
"19028","85083"
"19029","71762"
"19030","30028"
"19031","03908"
"19032","62926"
"19033","98012"
"19034","05735"
"19035","20144"
"19036","24873"
"19037","32060"
"19038","54229"
"19039","72635"
"19040","72821"
"19041","90746"
"19042","60148"
"19043","01930"
"19044","52003"
"19045","02332"
"19046","99217"
"19047","98850"
"19048","60034"
"19049","54835"
"19050","94565"
"19051","92025"
"19052","21851"
"19053","04694"
"19054","01266"
"19055","24323"
"19056","22844"
"19057","54901"
"19058","53190"
"19059","48069"
"19060","54766"
"19061","95624"
"19062","93022"
"19063","93645"
"19064","64672"
"19065","04730"
"19066","21758"
"19067","23856"
"19068","84645"
"19069","54026"
"19070","35051"
"19071","30520"
"19072","91780"
"19073","92210"
"19074","94582"
"19075","95324"
"19076","80105"
"19077","12865"
"19078","56039"
"19079","98002"
"19080","98239"
"19081","35052"
"19082","25862"
"19083","26169"
"19084","54940"
"19085","26534"
"19086","80234"
"19087","06415"
"19088","06414"
"19089","32631"
"19090","33410"
"19091","19967"
"19092","39367"
"19093","07827"
"19094","56629"
"19095","08008"
"19096","26707"
"19097","25841"
"19098","23110"
"19099","54479"
"19100","07631"
"19101","07078"
"19102","16232"
"19103","55909"
"19104","70508"
"19105","74902"
"19106","03781"
"19107","03771"
"19108","07456"
"19109","75959"
"19110","26296"
"19111","25545"
"19112","26508"
"19113","25031"
"19114","23089"
"19115","46738"
"19116","87564"
"19117","14873"
"19118","14750"
"19119","11223"
"19120","70401"
"19121","71369"
"19122","71045"
"19123","37028"
"19124","78559"
"19125","44839"
"19126","46747"
"19127","26717"
"19128","05452"
"19129","12156"
"19130","12047"
"19131","68843"
"19132","27401"
"19133","14054"
"19134","20634"
"19135","04252"
"19136","04772"
"19137","39406"
"19138","02021"
"19139","45255"
"19140","25443"
"19141","97369"
"19142","98392"
"19143","36576"
"19144","24657"
"19145","99144"
"19146","98372"
"19147","13146"
"19148","60520"
"19149","28372"
"19150","27018"
"19151","21657"
"19152","01083"
"19153","48631"
"19154","36548"
"19155","75040"
"19156","76874"
"19157","78931"
"19158","78622"
"19159","42124"
"19160","24915"
"19161","24843"
"19162","26338"
"19163","45122"
"19164","45806"
"19165","44902"
"19166","48169"
"19167","49921"
"19168","56327"
"19169","22656"
"19170","32577"
"19171","23316"
"19172","23322"
"19173","23230"
"19174","25021"
"19175","24884"
"19176","84405"
"19177","58731"
"19178","58576"
"19179","55088"
"19180","55044"
"19181","25801"
"19182","55012"
"19183","56221"
"19184","24174"
"19185","84333"
"19186","23224"
"19187","75491"
"19188","76953"
"19189","84637"
"19190","12023"
"19191","14607"
"19192","25813"
"19193","12147"
"19194","73119"
"19195","56262"
"19196","38737"
"19197","24530"
"19198","24569"
"19199","38553"
"19200","54937"
"19201","73757"
"19202","97001"
"19203","07757"
"19204","97206"
"19205","15068"
"19206","54838"
"19207","24467"
"19208","22641"
"19209","22205"
"19210","38949"
"19211","39461"
"19212","37688"
"19213","84330"
"19214","25836"
"19215","53968"
"19216","49817"
"19217","56731"
"19218","56527"
"19219","22436"
"19220","98374"
"19221","63628"
"19222","92259"
"19223","92008"
"19224","53208"
"19225","23803"
"19226","25853"
"19227","53403"
"19228","23967"
"19229","47120"
"19230","04061"
"19231","51446"
"19232","01119"
"19233","46759"
"19234","99181"
"19235","98859"
"19236","65446"
"19237","25855"
"19238","63561"
"19239","41543"
"19240","01341"
"19241","53092"
"19242","84665"
"19243","54023"
"19244","76635"
"19245","22719"
"19246","55779"
"19247","25650"
"19248","25906"
"19249","25314"
"19250","41815"
"19251","66102"
"19252","04965"
"19253","04927"
"19254","25181"
"19255","75489"
"19256","53704"
"19257","53001"
"19258","30216"
"19259","25911"
"19260","45770"
"19261","16871"
"19262","17840"
"19263","26410"
"19264","25110"
"19265","76225"
"19266","22820"
"19267","03875"
"19268","43935"
"19269","27917"
"19270","25938"
"19271","61375"
"19272","54485"
"19273","54738"
"19274","78067"
"19275","68455"
"19276","12760"
"19277","37687"
"19278","05730"
"19279","47351"
"19280","47345"
"19281","25951"
"19282","69127"
"19283","19035"
"19284","74330"
"19285","57632"
"19286","24072"
"19287","98647"
"19288","03584"
"19289","15001"
"19290","51458"
"19291","50644"
"19292","25976"
"19293","50682"
"19294","05053"
"19295","84013"
"19296","57570"
"19297","74843"
"19298","25030"
"19299","26585"
"19300","53960"
"19301","16313"
"19302","15834"
"19303","07849"
"19304","50166"
"19305","52039"
"19306","66714"
"19307","36530"
"19308","85328"
"19309","54566"
"19310","54424"
"19311","57738"
"19312","29448"
"19313","66093"
"19314","12803"
"19315","66531"
"19316","41649"
"19317","72315"
"19318","99670"
"19319","06878"
"19320","61254"
"19321","54870"
"19322","99751"
"19323","37820"
"19324","37023"
"19325","12816"
"19326","38253"
"19327","40046"
"19328","67658"
"19329","94564"
"19330","92328"
"19331","90403"
"19332","12937"
"19333","63822"
"19334","58573"
"19335","18642"
"19336","24225"
"19337","17015"
"19338","18214"
"19339","78542"
"19340","40152"
"19341","42326"
"19342","41862"
"19343","30078"
"19344","31007"
"19345","83867"
"19346","59031"
"19347","83602"
"19348","12832"
"19349","22576"
"19350","75019"
"19351","75166"
"19352","76036"
"19353","70445"
"19354","70374"
"19355","20878"
"19356","96776"
"19357","62943"
"19358","62806"
"19359","12838"
"19360","53137"
"19361","54611"
"19362","77303"
"19363","75707"
"19364","78233"
"19365","04270"
"19366","20744"
"19367","01522"
"19368","02648"
"19369","61061"
"19370","12863"
"19371","62894"
"19372","54539"
"19373","62037"
"19374","79532"
"19375","77562"
"19376","01534"
"19377","49415"
"19378","49058"
"19379","48413"
"19380","61021"
"19381","12885"
"19382","62628"
"19383","61315"
"19384","62876"
"19385","62815"
"19386","62053"
"19387","99517"
"19388","32209"
"19389","61862"
"19390","75572"
"19391","76678"
"19392","12887"
"19393","49328"
"19394","48745"
"19395","46528"
"19396","84113"
"19397","05649"
"19398","38579"
"19399","58316"
"19400","03101"
"19401","07081"
"19402","53167"
"19403","12901"
"19404","37352"
"19405","05650"
"19406","56258"
"19407","55941"
"19408","39563"
"19409","17370"
"19410","25704"
"19411","30518"
"19412","30238"
"19413","54979"
"19414","12933"
"19415","13648"
"19416","58849"
"19417","43462"
"19418","30056"
"19419","31083"
"19420","96717"
"19421","60021"
"19422","98528"
"19423","35806"
"19424","54495"
"19425","12942"
"19426","05661"
"19427","58078"
"19428","12492"
"19429","12431"
"19430","12858"
"19431","60188"
"19432","83850"
"19433","61910"
"19434","35601"
"19435","38391"
"19436","48074"
"19437","79403"
"19438","24981"
"19439","53926"
"19440","54301"
"19441","74085"
"19442","44047"
"19443","61044"
"19444","62928"
"19445","60131"
"19446","60479"
"19447","23139"
"19448","38666"
"19449","35974"
"19450","85120"
"19451","86003"
"19452","72479"
"19453","54960"
"19454","92327"
"19455","54467"
"19456","74834"
"19457","97086"
"19458","18944"
"19459","48075"
"19460","39823"
"19461","46538"
"19462","46166"
"19463","46745"
"19464","50853"
"19465","51563"
"19466","72413"
"19467","72204"
"19468","92602"
"19469","54435"
"19470","48080"
"19471","21912"
"19472","99836"
"19473","30125"
"19474","95132"
"19475","50262"
"19476","52755"
"19477","50477"
"19478","50219"
"19479","15741"
"19480","15722"
"19481","48082"
"19482","18346"
"19483","18244"
"19484","07093"
"19485","64682"
"19486","56484"
"19487","33160"
"19488","91105"
"19489","60613"
"19490","83676"
"19491","66013"
"19492","48083"
"19493","67584"
"19494","67846"
"19495","67645"
"19496","02831"
"19497","16441"
"19498","04668"
"19499","21631"
"19500","23161"
"19501","30124"
"19502","50140"
"19503","35070"
"19504","60044"
"19505","34114"
"19506","40040"
"19507","42776"
"19508","70806"
"19509","19056"
"19510","16317"
"19511","18829"
"19512","96065"
"19513","16834"
"19514","48085"
"19515","76014"
"19516","57371"
"19517","04693"
"19518","46737"
"19519","04043"
"19520","71016"
"19521","70094"
"19522","57793"
"19523","57073"
"19524","57756"
"19525","35077"
"19526","36855"
"19527","06239"
"19528","06903"
"19529","94970"
"19530","47404"
"19531","60097"
"19532","47130"
"19533","71235"
"19534","21043"
"19535","01540"
"19536","32091"
"19537","32442"
"19538","08723"
"19539","02809"
"19540","28073"
"19541","24413"
"19542","92054"
"19543","34607"
"19544","34110"
"19545","47326"
"19546","83870"
"19547","35079"
"19548","02368"
"19549","02561"
"19550","49344"
"19551","67864"
"19552","02669"
"19553","04746"
"19554","23356"
"19555","74363"
"19556","98407"
"19557","19311"
"19558","98901"
"19559","38704"
"19560","35160"
"19561","35224"
"19562","47060"
"19563","06351"
"19564","62941"
"19565","30552"
"19566","83851"
"19567","60068"
"19568","04676"
"19569","71072"
"19570","35082"
"19571","18947"
"19572","35545"
"19573","36029"
"19574","85122"
"19575","66502"
"19576","08310"
"19577","89135"
"19578","03304"
"19579","48720"
"19580","56027"
"19581","55072"
"19582","41073"
"19583","01222"
"19584","02744"
"19585","21668"
"19586","01035"
"19587","01337"
"19588","11965"
"19589","72666"
"19590","72377"
"19591","94541"
"19592","55614"
"19593","92220"
"19594","07058"
"19595","68434"
"19596","69161"
"19597","69027"
"19598","07304"
"19599","67140"
"19600","21782"
"19601","46406"
"19602","66767"
"19603","41339"
"19604","49248"
"19605","03257"
"19606","07039"
"19607","07960"
"19608","93706"
"19609","93258"
"19610","90037"
"19611","95735"
"19612","91001"
"19613","95204"
"19614","48401"
"19615","07481"
"19616","08089"
"19617","13028"
"19618","14625"
"19619","13206"
"19620","13083"
"19621","61028"
"19622","21219"
"19623","57648"
"19624","07470"
"19625","50664"
"19626","95984"
"19627","95254"
"19628","80757"
"19629","81506"
"19630","87028"
"19631","68841"
"19632","59922"
"19633","68131"
"19634","56187"
"19635","04680"
"19636","46537"
"19637","71049"
"19638","07731"
"19639","02886"
"19640","27876"
"19641","06492"
"19642","32702"
"19643","33438"
"19644","32187"
"19645","33134"
"19646","28429"
"19647","39191"
"19648","14820"
"19649","10920"
"19650","44112"
"19651","30083"
"19652","30062"
"19653","27958"
"19654","98026"
"19655","43606"
"19656","54850"
"19657","54303"
"19658","39192"
"19659","65616"
"19660","63016"
"19661","60561"
"19662","60133"
"19663","62436"
"19664","62976"
"19665","15380"
"19666","19607"
"19667","26750"
"19668","98607"
"19669","98639"
"19670","41472"
"19671","98010"
"19672","65650"
"19673","65232"
"19674","68771"
"19675","60437"
"19676","47946"
"19677","46910"
"19678","46128"
"19679","15757"
"19680","17512"
"19681","30417"
"19682","24828"
"19683","49781"
"19684","01879"
"19685","68922"
"19686","68003"
"19687","51004"
"19688","52404"
"19689","50859"
"19690","50216"
"19691","16411"
"19692","39194"
"19693","73950"
"19694","19505"
"19695","67485"
"19696","49962"
"19697","49099"
"19698","02633"
"19699","89405"
"19700","08034"
"19701","07838"
"19702","07087"
"19703","41501"
"19704","66510"
"19705","67058"
"19706","67673"
"19707","40915"
"19708","35016"
"19709","36915"
"19710","02643"
"19711","64752"
"19712","63070"
"19713","63010"
"19714","41514"
"19715","10607"
"19716","10591"
"19717","12167"
"19718","11217"
"19719","25213"
"19720","25039"
"19721","05031"
"19722","84095"
"19723","36267"
"19724","35741"
"19725","41517"
"19726","36006"
"19727","99748"
"19728","88125"
"19729","55104"
"19730","49408"
"19731","49232"
"19732","12721"
"19733","13492"
"19734","68924"
"19735","68305"
"19736","39202"
"19737","22718"
"19738","53179"
"19739","54499"
"19740","35971"
"19741","85048"
"19742","85034"
"19743","58415"
"19744","88029"
"19745","03451"
"19746","38654"
"19747","41526"
"19748","27523"
"19749","10605"
"19750","32223"
"19751","54124"
"19752","25932"
"19753","44460"
"19754","45434"
"19755","10452"
"19756","13827"
"19757","64496"
"19758","07870"
"19759","28470"
"19760","28605"
"19761","12932"
"19762","54498"
"19763","92251"
"19764","14711"
"19765","73763"
"19766","74427"
"19767","08514"
"19768","74072"
"19769","07878"
"19770","44103"
"19771","28730"
"19772","28578"
"19773","03229"
"19774","44504"
"19775","63451"
"19776","54812"
"19777","21217"
"19778","21542"
"19779","23068"
"19780","99166"
"19781","26039"
"19782","97062"
"19783","16240"
"19784","97385"
"19785","45623"
"19786","03852"
"19787","14551"
"19788","58647"
"19789","58460"
"19790","19086"
"19791","19142"
"19792","07927"
"19793","05772"
"19794","36615"
"19795","06413"
"19796","94404"
"19797","06444"
"19798","19802"
"19799","18064"
"19800","18045"
"19801","15020"
"19802","15219"
"19803","21223"
"19804","14174"
"19805","12029"
"19806","57716"
"19807","92315"
"19808","90018"
"19809","93723"
"19810","94086"
"19811","83872"
"19812","91745"
"19813","47620"
"19814","08006"
"19815","76370"
"19816","76306"
"19817","75708"
"19818","16125"
"19819","15376"
"19820","96124"
"19821","95125"
"19822","80301"
"19823","80804"
"19824","30013"
"19825","26147"
"19826","62530"
"19827","67731"
"19828","28277"
"19829","76126"
"19830","75020"
"19831","78141"
"19832","68352"
"19833","27875"
"19834","01243"
"19835","06090"
"19836","26152"
"19837","06708"
"19838","32628"
"19839","76364"
"19840","14224"
"19841","38118"
"19842","12763"
"19843","75496"
"19844","77336"
"19845","49046"
"19846","49776"
"19847","08023"
"19848","49963"
"19849","32113"
"19850","30256"
"19851","28677"
"19852","14710"
"19853","74051"
"19854","78376"
"19855","22664"
"19856","22480"
"19857","55318"
"19858","08026"
"19859","55025"
"19860","55934"
"19861","31408"
"19862","30025"
"19863","58736"
"19864","44231"
"19865","44135"
"19866","24014"
"19867","23938"
"19868","99029"
"19869","21250"
"19870","56585"
"19871","39208"
"19872","96766"
"19873","61815"
"19874","60061"
"19875","61567"
"19876","58384"
"19877","45251"
"19878","45309"
"19879","45327"
"19880","21252"
"19881","30535"
"19882","30064"
"19883","01602"
"19884","49458"
"19885","48897"
"19886","55427"
"19887","55071"
"19888","56227"
"19889","34714"
"19890","72032"
"19891","22646"
"19892","08035"
"19893","72718"
"19894","81225"
"19895","24867"
"19896","92011"
"19897","30171"
"19898","30012"
"19899","55046"
"19900","56316"
"19901","55105"
"19902","85147"
"19903","17056"
"19904","85605"
"19905","06905"
"19906","62846"
"19907","27941"
"19908","10543"
"19909","54733"
"19910","31035"
"19911","62642"
"19912","38754"
"19913","38629"
"19914","12975"
"19915","72045"
"19916","94612"
"19917","93555"
"19918","22851"
"19919","01960"
"19920","24916"
"19921","96778"
"19922","96780"
"19923","83834"
"19924","39162"
"19925","12998"
"19926","65638"
"19927","92630"
"19928","93268"
"19929","95363"
"19930","72642"
"19931","49050"
"19932","58529"
"19933","17249"
"19934","05762"
"19935","19075"
"19936","17072"
"19937","10975"
"19938","14588"
"19939","14067"
"19940","96789"
"19941","60046"
"19942","68833"
"19943","03601"
"19944","68938"
"19945","72648"
"19946","95673"
"19947","13021"
"19948","92376"
"19949","92832"
"19950","91730"
"19951","59222"
"19952","59929"
"19953","12583"
"19954","62374"
"19955","60410"
"19956","83246"
"19957","68318"
"19958","17075"
"19959","03047"
"19960","08802"
"19961","07033"
"19962","11948"
"19963","91770"
"19964","90059"
"19965","92509"
"19966","90058"
"19967","91731"
"19968","95041"
"19969","17077"
"19970","95937"
"19971","28748"
"19972","62868"
"19973","62907"
"19974","14548"
"19975","13136"
"19976","12742"
"19977","10463"
"19978","71940"
"19979","72085"
"19980","17097"
"19981","93244"
"19982","80023"
"19983","81020"
"19984","80649"
"19985","27021"
"19986","14616"
"19987","45449"
"19988","61046"
"19989","61484"
"19990","62454"
"19991","17104"
"19992","62682"
"19993","72435"
"19994","95122"
"19995","92069"
"19996","94546"
"19997","80915"
"19998","80125"
"19999","80654"
"20000","43026"
"20001","45789"
"20002","07720"
"20003","24368"
"20004","13062"
"20005","12483"
"20006","11568"
"20007","62548"
"20008","60119"
"20009","61014"
"20010","72628"
"20011","72533"
"20012","80740"
"20013","06759"
"20014","76010"
"20015","17214"
"20016","13494"
"20017","12075"
"20018","73045"
"20019","74350"
"20020","77037"
"20021","15220"
"20022","44131"
"20023","43811"
"20024","15009"
"20025","72941"
"20026","17220"
"20027","91935"
"20028","91709"
"20029","37861"
"20030","37819"
"20031","17701"
